NRMSE_holdout,R2_holdout,lambda_NS_mult,n_holdout,pearson_r_holdout,sweep
0.009371383115649223,0.9749644994735718,0.01,19248,0.9919933676719666,lossweight
0.009461523965001106,0.9744805693626404,0.1,19248,0.9918330311775208,lossweight
0.010107321664690971,0.970878005027771,1.0,19248,0.9908219575881958,lossweight
0.012739828787744045,0.953732430934906,10.0,19248,0.9857671856880188,lossweight
0.017230749130249023,0.9153634905815125,100.0,19248,0.9757089614868164,lossweight
