NRMSE_holdout,R2_holdout,n_collocation,n_holdout,pearson_r_holdout,sweep
0.010031060315668583,0.871985673904419,256,27709,0.9614681005477905,collocation
0.009858803823590279,0.8763445615768433,512,27709,0.9605334401130676,collocation
0.010107452981173992,0.8700284361839294,1024,27709,0.9569865465164185,collocation
0.009776693768799305,0.8783957362174988,2048,27709,0.9595010280609131,collocation
0.009899605996906757,0.8753188848495483,4096,27709,0.9558573961257935,collocation
