NRMSE_holdout,R2_holdout,n_holdout,pearson_r_holdout,seed,sweep
0.010107321664690971,0.970878005027771,19248,0.9908219575881958,1000,seed
0.01813347078859806,0.906262993812561,19248,0.9734182357788086,1061,seed
0.014256766065955162,0.942058265209198,19248,0.9839398860931396,1164,seed
0.021642370149493217,0.8664761185646057,19248,0.9654507040977478,1258,seed
0.01942623406648636,0.8924212455749512,19248,0.9702934622764587,1488,seed
